怀	0.40131578947368424	0.3355263157894737	0.2631578947368421
耀	0.3333333333333333	0.3333333333333333	0.3333333333333333
态	0.012422360248447204	0.391304347826087	0.5962732919254659
老	0.56797583081571	0.2764350453172205	0.1555891238670695
怂	1.0	0.0	0.0
考	0.3772455089820359	0.4251497005988024	0.19760479041916168
怄	1.0	0.0	0.0
耄	1.0	0.0	0.0
者	0.0029154518950437317	0.22011661807580174	0.7769679300291545
怅	0.8	0.0	0.2
怆	0.6666666666666666	0.0	0.3333333333333333
耆	0.6666666666666666	0.16666666666666666	0.16666666666666666
耋	0.0	0.0	1.0
而	0.175	0.7852941176470588	0.039705882352941174
耍	0.8421052631578947	0.0	0.15789473684210525
怍	0.0	0.5	0.5
怎	0.56	0.44	0.0
怏	0.5	0.3333333333333333	0.16666666666666666
耐	0.7721518987341772	0.1518987341772152	0.0759493670886076
怒	0.3592233009708738	0.3300970873786408	0.3106796116504854
怔	0.375	0.125	0.5
怕	0.2736842105263158	0.3263157894736842	0.4
耕	0.26	0.44	0.3
怖	0.0	0.6875	0.3125
耗	0.3392857142857143	0.21428571428571427	0.44642857142857145
耘	0.0	0.4444444444444444	0.5555555555555556
耙	0.2	0.4	0.4
怙	1.0	0.0	0.0
怛	0.3333333333333333	0.6666666666666666	0.0
怜	0.2777777777777778	0.3333333333333333	0.3888888888888889
思	0.2507042253521127	0.43661971830985913	0.3126760563380282
怠	0.375	0.3125	0.3125
怡	0.5142857142857142	0.2	0.2857142857142857
急	0.5186915887850467	0.21495327102803738	0.26635514018691586
耦	0.5	0.0	0.5
怦	0.75	0.0	0.25
性	0.19400352733686066	0.2239858906525573	0.582010582010582
怨	0.24731182795698925	0.26881720430107525	0.4838709677419355
耨	0.0	0.25	0.75
怩	0.0	0.5	0.5
怪	0.32413793103448274	0.22758620689655173	0.4482758620689655
怫	1.0	0.0	0.0
怯	0.3181818181818182	0.18181818181818182	0.5
怱	0.0	0.5	0.5
耳	0.3286219081272085	0.34275618374558303	0.3286219081272085
怵	0.16666666666666666	0.6666666666666666	0.16666666666666666
耶	0.5	0.35294117647058826	0.14705882352941177
耷	0.3333333333333333	0.3333333333333333	0.3333333333333333
耸	0.7058823529411765	0.23529411764705882	0.058823529411764705
总	0.6386138613861386	0.31683168316831684	0.04455445544554455
耻	0.1875	0.2916666666666667	0.5208333333333334
怼	0.0	0.0	1.0
耽	0.875	0.125	0.0
耿	0.4444444444444444	0.3333333333333333	0.2222222222222222
怿	0.0	1.0	0.0
聂	1.0	0.0	0.0
恃	0.2727272727272727	0.45454545454545453	0.2727272727272727
聆	1.0	0.0	0.0
恇	1.0	0.0	0.0
聊	0.44594594594594594	0.20270270270270271	0.35135135135135137
恋	0.3157894736842105	0.18947368421052632	0.49473684210526314
聋	0.25	0.2916666666666667	0.4583333333333333
职	0.36220472440944884	0.35826771653543305	0.2795275590551181
恍	0.5	0.4090909090909091	0.09090909090909091
恐	0.5178571428571429	0.25	0.23214285714285715
恑	0.0	1.0	0.0
恒	0.6612903225806451	0.06451612903225806	0.27419354838709675
聒	0.5	0.5	0.0
联	0.41690962099125367	0.33527696793002915	0.2478134110787172
恕	0.3333333333333333	0.1111111111111111	0.5555555555555556
聘	0.23636363636363636	0.2727272727272727	0.4909090909090909
恙	0.0	0.0	1.0
聚	0.5202702702702703	0.22972972972972974	0.25
恟	0.0	0.5	0.5
恠	0.0	1.0	0.0
恢	0.52	0.36	0.12
恣	0.7142857142857143	0.21428571428571427	0.07142857142857142
恤	0.1	0.65	0.25
恨	0.20481927710843373	0.21686746987951808	0.5783132530120482
恩	0.28415300546448086	0.3114754098360656	0.40437158469945356
聩	0.0	0.2857142857142857	0.7142857142857143
聪	0.4411764705882353	0.2647058823529412	0.29411764705882354
恪	0.8	0.0	0.2
恫	1.0	0.0	0.0
恬	0.8235294117647058	0.0	0.17647058823529413
恭	0.575	0.2	0.225
息	0.03757225433526012	0.4421965317919075	0.5202312138728323
恰	0.6842105263157895	0.2631578947368421	0.05263157894736842
聱	0.5	0.5	0.0
恳	0.625	0.0	0.375
恶	0.34600760456273766	0.4372623574144487	0.21673003802281368
恸	0.25	0.25	0.5
恹	0.5	0.0	0.5
恺	0.25	0.5	0.25
恻	0.5555555555555556	0.1111111111111111	0.3333333333333333
恼	0.42857142857142855	0.0	0.5714285714285714
恿	0.0	0.0	1.0
聿	0.0	1.0	0.0
肃	0.391304347826087	0.21739130434782608	0.391304347826087
悃	0.5	0.0	0.5
悄	0.42857142857142855	0.35714285714285715	0.21428571428571427
肄	1.0	0.0	0.0
肆	0.25	0.3125	0.4375
肇	0.75	0.25	0.0
悉	0.30434782608695654	0.13043478260869565	0.5652173913043478
肉	0.3049645390070922	0.30141843971631205	0.39361702127659576
肋	0.2727272727272727	0.18181818181818182	0.5454545454545454
肌	0.34545454545454546	0.43636363636363634	0.21818181818181817
悌	0.0	0.3333333333333333	0.6666666666666666
悍	0.375	0.0	0.625
悒	0.5	0.5	0.0
肓	0.0	0.16666666666666666	0.8333333333333334
悔	0.3333333333333333	0.2916666666666667	0.375
肖	0.55	0.15	0.3
悖	0.42857142857142855	0.2857142857142857	0.2857142857142857
肘	0.2608695652173913	0.391304347826087	0.34782608695652173
肚	0.31666666666666665	0.3333333333333333	0.35
悚	0.2	0.6	0.2
肛	0.875	0.0	0.125
悛	0.0	0.1	0.9
肝	0.296875	0.4296875	0.2734375
悟	0.1111111111111111	0.1111111111111111	0.7777777777777778
悠	0.5	0.2	0.3
